,City,Cloudiness,Country,Date,Humidity,Lat,Long,Max Temp,Wind Speed
374,Nanchong,62,CN,1603908364,88,30.8,106.08,56.08,0.18
375,Châlons-en-Champagne,0,FR,1603908215,76,48.95,4.37,55.4,21.92
376,Sālūr,0,IN,1603908364,59,18.53,83.22,73.13,2.26
377,Chunskiy,100,RU,1603908365,88,56.08,99.63,34.52,7.34
378,Walvis Bay,16,NA,1603908079,85,-22.96,14.51,60.01,4.0
379,Pánuco,90,MX,1603908365,88,22.05,-98.17,66.2,4.7
380,Ariquemes,68,BR,1603908097,35,-9.91,-63.04,98.31,5.26
381,Taltal,16,CL,1603908365,56,-25.4,-70.48,63.72,6.04
382,Pitimbu,75,BR,1603908365,58,-7.47,-34.81,86.0,12.75
383,Jiangyou,93,CN,1603908365,69,31.77,104.72,57.11,0.47
384,Ixtapa,5,MX,1603908366,66,20.7,-105.2,87.01,3.36
385,Verkhoyansk,100,RU,1603908366,91,67.54,133.38,1.2,1.66
386,Waverly,1,US,1603908116,45,42.74,-84.62,51.01,16.11
387,Kudahuvadhoo,85,MV,1603908366,76,2.67,72.89,83.39,12.03
388,Alim,99,PH,1603908366,72,9.56,122.49,80.67,4.43
389,Miravci,93,MK,1603908366,99,41.31,22.43,60.01,3.0
390,Maţāy,90,EG,1603908366,41,28.42,30.78,77.61,10.6
391,Palmer,90,US,1603908367,93,42.16,-72.33,48.99,2.93
392,Brigantine,20,US,1603908367,73,39.41,-74.36,69.8,16.11
393,Port Blair,99,IN,1603908367,79,11.67,92.75,80.49,4.63
394,Batagay-Alyta,96,RU,1603908367,83,67.8,130.41,0.19,2.53
395,Changji,0,CN,1603908076,52,44.02,87.32,42.8,4.47
396,Hasaki,75,JP,1603908367,100,35.73,140.83,55.4,5.82
397,Santa Cruz de La Palma,75,ES,1603908368,64,28.68,-17.76,71.6,10.29
398,Omboué,100,GA,1603908368,93,-1.57,9.26,75.4,5.08
399,Xiangxiang,100,CN,1603908368,79,27.73,112.53,57.34,5.77
400,Bihārīganj,0,IN,1603908368,63,25.73,86.98,73.78,4.9
401,Verāval,0,IN,1603908368,60,20.9,70.37,80.6,7.94
402,Amboasary,75,MG,1603908369,94,-25.03,46.38,73.4,18.34
403,‘Ewa Beach,75,US,1603908369,94,21.32,-158.01,77.0,3.36
404,Boyuibe,0,BO,1603908369,32,-20.42,-63.28,95.0,8.43
405,Richards Bay,10,ZA,1603908289,67,-28.78,32.04,78.24,16.51
406,Boston,90,US,1603907684,93,42.36,-71.06,50.0,3.36
407,Caetité,92,BR,1603908370,60,-14.07,-42.48,82.09,4.56
408,Kulu,35,TR,1603908370,41,39.1,33.08,63.36,7.23
409,Sainte-Maxime,4,FR,1603908370,63,43.3,6.63,64.0,6.93
410,São Filipe,87,CV,1603908370,64,14.9,-24.5,82.81,6.8
411,High Rock,75,BS,1603908371,79,26.62,-78.28,86.0,11.41
412,San Jose,40,US,1603908006,29,37.34,-121.89,64.99,3.36
413,Lianran,90,CN,1603908371,93,24.92,102.48,63.0,4.47
414,Bandarbeyla,73,SO,1603908371,85,9.49,50.81,77.88,9.22
415,Hefei,100,CN,1603908371,93,31.86,117.28,60.01,5.59
416,Rumuruti,41,KE,1603908371,77,0.27,36.54,63.54,9.4
417,Sioux Lookout,90,CA,1603908372,79,50.1,-91.92,26.6,5.82
418,Clyde River,75,CA,1603908372,78,70.47,-68.59,15.8,17.22
419,Arrondissement de Clermont,100,FR,1603908372,82,49.5,2.42,55.4,20.8
420,Bahār,34,IR,1603908372,41,34.91,48.44,52.29,5.35
421,León,40,MX,1603908272,46,21.12,-101.67,71.6,5.82
422,West Wendover,1,US,1603908372,38,40.74,-114.07,39.2,5.82
423,Salalah,40,OM,1603908373,78,17.02,54.09,82.4,8.05
424,Srednekolymsk,87,RU,1603908373,94,67.45,153.68,5.94,4.0
425,Carutapera,50,BR,1603908296,59,-1.2,-46.02,87.39,10.27
426,Uelzen,20,DE,1603908373,93,52.97,10.57,48.0,1.12
427,Semenyih,40,MY,1603908373,88,2.95,101.84,82.0,2.24
428,Peleduy,8,RU,1603908373,94,59.63,112.74,10.89,5.01
429,Tapalpa,8,MX,1603908373,51,19.95,-103.77,72.39,4.27
430,Emerald,0,AU,1603908374,45,-23.53,148.17,62.6,5.82
431,Sur,0,OM,1603908374,61,22.57,59.53,72.12,1.86
432,Arauco,40,CL,1603908323,59,-37.25,-73.32,60.8,16.11
433,Tambacounda,0,SN,1603908374,29,13.75,-13.76,98.6,4.7
434,Dire Dawa,0,ET,1603908374,38,9.59,41.87,65.64,4.61
435,Grand-Lahou,86,CI,1603908374,84,5.14,-5.02,77.38,3.42
436,Tucuruí,56,BR,1603908374,37,-3.77,-49.67,97.36,4.21
437,Paciran,96,ID,1603908375,82,-6.88,112.38,80.33,6.78
438,Nabire,100,ID,1603908375,84,-3.37,135.48,76.69,3.74
439,Kelowna,90,CA,1603908193,76,49.88,-119.49,41.0,3.36
440,Yaya,100,RU,1603908375,94,56.21,86.44,25.12,15.17
441,Tual,100,ID,1603908375,75,-5.67,132.75,82.42,7.52
442,Udachny,0,RU,1603908165,88,66.42,112.4,-15.11,2.1
443,Vila Franca do Campo,75,PT,1603908376,63,37.72,-25.43,66.2,10.29
444,Dudinka,0,RU,1603908376,82,69.41,86.18,-1.43,7.4
445,Karasburg,94,NA,1603908376,23,-28.02,18.75,73.78,18.48
446,Belmonte,75,BR,1603908376,69,-15.86,-38.88,82.4,20.8
447,Vágur,100,FO,1603908376,79,61.47,-6.81,48.27,14.79
448,Wattegama,82,LK,1603908376,90,6.8,81.48,75.51,1.99
449,Zabaykal'sk,0,RU,1603908376,88,49.63,117.32,28.76,4.41
450,Wenling,7,CN,1603908377,83,28.37,121.36,61.39,8.01
451,Victor Harbor,79,AU,1603908377,75,-35.57,138.62,55.0,5.84
452,Dafeng,100,CN,1603908377,77,23.45,108.59,66.15,9.1
453,Mubi,0,NG,1603908377,32,10.27,13.26,80.04,3.0
454,Kiryat Gat,78,IL,1603908142,100,31.61,34.76,77.0,1.01
455,Merauke,100,ID,1603908377,74,-8.47,140.33,77.43,1.72
456,Bonavista,85,CA,1603908378,80,48.65,-53.11,37.0,6.93
457,Grand Baie,71,MU,1603908378,73,-20.02,57.58,73.0,5.01
458,Gopālpur,10,IN,1603908378,56,19.27,84.92,76.01,6.04
459,Pozo Colorado,2,PY,1603908378,32,-23.49,-58.8,99.18,5.5
460,Simpang,76,ID,1603908378,95,-1.27,104.08,74.98,3.67
461,Evensk,0,RU,1603908379,80,61.95,159.23,23.43,6.08
462,Sayanogorsk,95,RU,1603908379,88,53.09,91.4,33.04,5.35
463,Pangnirtung,90,CA,1603908379,62,66.15,-65.71,19.4,2.26
464,Kitgum,93,UG,1603908379,66,3.28,32.89,75.49,3.94
465,Cervo,64,ES,1603908379,80,43.67,-7.41,60.01,1.99
466,Camacha,40,PT,1603908379,77,33.08,-16.33,68.0,9.17
467,Ahipara,62,NZ,1603908380,91,-35.17,173.17,59.54,4.07
468,Erdenet,1,MN,1603908380,85,49.03,104.08,30.4,3.8
469,Nyurba,49,RU,1603908380,92,63.28,118.33,5.11,4.81
470,Magistral'nyy,90,RU,1603908380,97,56.17,107.45,29.35,2.42
471,San Quintín,0,MX,1603908380,22,30.48,-115.95,70.97,5.91
472,Grand Gaube,75,MU,1603908380,73,-20.01,57.66,73.0,5.01
473,Marrakesh,0,MA,1603908222,38,31.63,-8.01,77.0,5.82
474,Yakeshi,0,CN,1603908381,89,49.28,120.73,19.81,3.02
475,Shangrao,13,CN,1603908381,85,28.45,117.97,61.65,4.09
476,Bodaybo,83,RU,1603908381,92,57.85,114.19,15.42,2.8
477,Havøysund,75,NO,1603908381,93,71.0,24.66,39.2,11.41
478,Egvekinot,77,RU,1603908381,93,66.32,-179.17,15.84,1.1
479,Nyagan,100,RU,1603908382,97,62.14,65.39,25.88,8.25
480,Pahrump,0,US,1603908215,18,36.21,-115.98,66.0,3.74
481,Karratha,0,AU,1603908382,88,-20.74,116.85,70.63,6.82
482,Muscat,0,OM,1603908382,61,23.61,58.59,77.0,1.12
483,Yumen,0,CN,1603908382,76,40.28,97.2,35.8,6.58
484,Hamīrpur,0,IN,1603908383,24,25.95,80.15,73.15,4.43
485,Plátanos,86,GR,1603908383,73,37.67,21.62,63.0,5.55
486,Mont-Dore,0,NC,1603908383,73,-22.28,166.58,69.8,4.7
487,Yenagoa,100,NG,1603908383,91,4.92,6.26,77.45,5.14
488,Tabou,12,CI,1603908383,84,4.42,-7.35,78.8,5.88
489,Kingman,1,US,1603908384,16,35.19,-114.05,64.99,4.7
490,Dunedin,98,NZ,1603908384,82,-45.87,170.5,48.99,8.14
491,Iquique,40,CL,1603908384,56,-20.22,-70.14,68.0,12.75
492,Balikpapan,30,ID,1603908384,88,-1.27,116.83,76.51,1.48
493,Naryan-Mar,100,RU,1603908384,98,67.67,53.09,36.46,13.09
494,Leh,0,IN,1603908385,63,34.17,77.58,33.69,4.9
495,Marzuq,0,YE,1603908385,24,14.4,46.47,66.74,1.88
496,Erdaojiang,0,CN,1603908385,78,41.78,126.03,32.97,1.77
497,Cheney,40,US,1603908224,93,47.49,-117.58,46.0,3.36
498,Westport,90,US,1603908183,93,41.14,-73.36,54.0,8.05
499,Pointe Michel,40,DM,1603908385,55,15.25,-61.38,86.0,8.05
500,Marau,0,BR,1603908386,38,-28.45,-52.2,77.0,16.11
501,Ufimskiy,0,RU,1603908386,93,56.71,58.05,30.63,7.2
502,Ugoofaaru,75,MV,1603908386,73,5.67,73.0,82.89,7.45
503,Jacareacanga,0,BR,1603908386,70,-6.22,-57.75,89.6,4.7
504,Lorengau,95,PG,1603908386,75,-2.02,147.27,80.51,3.56
505,Felanitx,20,ES,1603908146,72,39.47,3.15,66.2,8.05
506,Sibolga,100,ID,1603908386,78,1.74,98.78,77.27,3.36
507,Kisangani,82,CD,1603908387,90,0.52,25.2,71.96,2.3
508,Yacuiba,0,BO,1603908387,49,-22.04,-63.68,91.4,11.41
509,Comodoro Rivadavia,40,AR,1603908345,36,-45.87,-67.5,60.8,9.17
510,Labuhan,96,ID,1603908387,84,-6.88,112.21,79.43,7.4
511,Kortkeros,90,RU,1603908387,100,61.81,51.58,37.4,11.18
512,Goundam,10,ML,1603908387,10,16.41,-3.67,92.8,10.02
513,Guiratinga,93,BR,1603908388,85,-16.35,-53.76,76.1,9.53
514,Yangi Marg`ilon,100,UZ,1603908388,59,40.43,71.72,37.4,2.24
515,Ponta do Sol,40,PT,1603908388,68,32.67,-17.1,69.8,9.17
516,Cockburn Town,12,TC,1603908388,77,21.46,-71.14,82.36,18.5
517,Fougamou,100,GA,1603908388,94,-1.22,10.58,73.53,2.13
518,Tamasopo,5,MX,1603908388,65,21.93,-99.48,73.63,4.41
519,Paka,100,MY,1603908389,87,4.64,103.44,80.15,5.12
520,Hamilton,90,US,1603908389,81,39.18,-84.53,53.6,5.82
521,Denizli Province,75,TR,1603908389,67,37.84,29.07,57.2,1.12
522,San Jerónimo,31,PE,1603908390,21,-11.95,-75.28,69.21,2.51
523,Champaign,1,US,1603908175,65,40.13,-88.2,48.0,2.71
524,Konstantinovka,26,RU,1603908390,95,49.62,127.98,27.23,6.24
525,Nizhniy Tsasuchey,0,RU,1603908390,88,50.52,115.13,29.21,6.67
526,Dakar,0,SN,1603908290,49,14.69,-17.44,91.4,7.63
527,Eureka,1,US,1603908112,67,40.8,-124.16,61.0,5.3
528,Yanam,36,IN,1603908391,68,16.73,82.22,77.77,4.45
529,Ngunguru,96,NZ,1603908391,95,-35.62,174.5,62.01,8.21
530,Ojinaga,1,MX,1603908391,39,29.57,-104.42,50.0,12.75
531,Half Moon Bay,1,US,1603908391,39,37.46,-122.43,68.0,5.82
532,Pathein,87,MM,1603908391,91,16.78,94.73,75.47,2.33
533,Plouzané,100,FR,1603908241,82,48.38,-4.62,55.4,18.34
534,Moreira Sales,0,BR,1603908392,24,-24.06,-53.01,89.22,4.47
535,Olavarría,100,AR,1603908392,70,-36.89,-60.32,57.99,4.0
536,Devaprayāg,0,IN,1603908392,47,30.15,78.62,60.35,4.03
537,Morshansk,0,RU,1603908392,73,53.44,41.81,37.89,7.7
538,Elizabeth City,1,US,1603908093,78,36.29,-76.25,75.2,8.05
539,Mandera,44,KE,1603908393,57,3.94,41.87,83.07,14.27
540,Tignère,48,CM,1603908393,66,7.37,12.65,69.46,2.42
541,Tanabe,25,JP,1603908132,92,33.73,135.37,55.99,8.39
542,Tomigusuku,20,JP,1603908102,73,26.18,127.67,73.4,5.82
543,Jambi City,87,ID,1603908393,97,-1.6,103.62,74.43,3.76
544,Aldan,89,RU,1603908393,94,58.6,125.39,2.64,1.21
545,Tezu,0,IN,1603908394,53,27.92,96.17,72.19,3.83
546,Klaksvík,94,FO,1603908394,93,62.23,-6.59,44.6,12.75
547,Abnūb,0,EG,1603908394,51,27.27,31.15,80.6,13.87
548,Aasiaat,75,GL,1603908394,92,68.71,-52.87,13.01,6.44
549,Nagua,20,DO,1603908394,74,19.38,-69.85,86.0,17.22
